2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:35:03.609400 {"type":"join","timestamp":1579782903.609358,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bostaDiscord[m]","nickname":"bostaDiscord[m]","username":"disco7738","name":"@_discord_606036841241772042:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bnqykkwenbczrciw"},"content":null,"modes":[]}
2020-01-23 12:35:03.611400 {"type":"join","timestamp":1579782903.6114078,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"snoopdoggydogDis","nickname":"snoopdoggydogDis","username":"disco7816","name":"@_discord_454803159357980672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lwzcitqhvprzefcb"},"content":null,"modes":[]}
2020-01-23 12:35:03.604400 {"type":"join","timestamp":1579782903.6043704,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"healingvibesDisc","nickname":"healingvibesDisc","username":"disco8914","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qodnhxpubmvmiacv"},"content":null,"modes":[]}
2020-01-23 12:35:03.798800 {"type":"join","timestamp":1579782903.7988372,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AnthonyADiscord[","nickname":"AnthonyADiscord[","username":"disco7826","name":"@_discord_335234097821777933:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kbgbazdvrlhuhbvx"},"content":null,"modes":[]}
2020-01-23 12:35:04.014600 {"type":"join","timestamp":1579782904.0146081,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"foxcoolDiscord[m","nickname":"foxcoolDiscord[m","username":"disco7129","name":"@_discord_508947790341341184:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-okekrenuuzbukgdp"},"content":null,"modes":[]}
2020-01-23 12:35:04.022400 {"type":"join","timestamp":1579782904.0223534,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jenncloud[m]","nickname":"jenncloud[m]","username":"disco6458","name":"@_discord_387416548018749440:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hudiyxjnqccsxnwp"},"content":null,"modes":[]}
2020-01-23 12:35:04.007000 {"type":"join","timestamp":1579782904.0070112,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"realChainDiscord","nickname":"realChainDiscord","username":"disco6632","name":"@_discord_394202079385747458:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jeidfpbcvhzaqshn"},"content":null,"modes":[]}
2020-01-23 12:35:04.009900 {"type":"join","timestamp":1579782904.0098743,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KubeDiscord[m]","nickname":"KubeDiscord[m]","username":"disco7098","name":"@_discord_141770225312989184:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nqdsfynjlxztivgv"},"content":null,"modes":[]}
2020-01-23 12:35:04.023900 {"type":"join","timestamp":1579782904.0238678,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kppDiscord[m]","nickname":"kppDiscord[m]","username":"disco8321","name":"@_discord_636355480347738122:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fpeiqmgslxhsfddi"},"content":null,"modes":[]}
2020-01-23 12:35:04.240600 {"type":"join","timestamp":1579782904.24063,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M[AXEL]Darr[m]","nickname":"M[AXEL]Darr[m]","username":"disco6337","name":"@_discord_567492180990754824:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jpqscwmufqhnfepi"},"content":null,"modes":[]}
2020-01-23 12:35:04.265600 {"type":"join","timestamp":1579782904.265569,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nlkoDiscord[m]","nickname":"nlkoDiscord[m]","username":"disco6889","name":"@_discord_606227466112991241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cvvlffaqjanrjkvc"},"content":null,"modes":[]}
2020-01-23 12:35:04.267700 {"type":"join","timestamp":1579782904.2676628,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MikeShultzDiscor","nickname":"MikeShultzDiscor","username":"disco8149","name":"@_discord_386238710255058954:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-imtgbdztutkkyqbe"},"content":null,"modes":[]}
2020-01-23 12:35:04.273100 {"type":"join","timestamp":1579782904.273141,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AXEL-BrianDiscor","nickname":"AXEL-BrianDiscor","username":"disco7068","name":"@_discord_532219357418356738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jyomoejhiifouizj"},"content":null,"modes":[]}
2020-01-23 12:35:04.420000 {"type":"join","timestamp":1579782904.420023,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ithithDiscord[m]","nickname":"ithithDiscord[m]","username":"disco7229","name":"@_discord_413006889584951297:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cuwwexgaygxyfmvm"},"content":null,"modes":[]}
2020-01-23 12:35:04.435700 {"type":"join","timestamp":1579782904.4357378,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dpinnerDiscord[m","nickname":"dpinnerDiscord[m","username":"disco7037","name":"@_discord_565416257961328672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-atbrsazdrqbespwv"},"content":null,"modes":[]}
2020-01-23 12:35:04.427600 {"type":"join","timestamp":1579782904.4275763,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nijynotDiscord[m","nickname":"nijynotDiscord[m","username":"disco7180","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rxevttmzjducddqy"},"content":null,"modes":[]}
2020-01-23 12:35:04.421300 {"type":"join","timestamp":1579782904.4213207,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gauthamDiscord[m","nickname":"gauthamDiscord[m","username":"discord633","name":"@_discord_633311026883985438:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mfscavxgsoezdtfj"},"content":null,"modes":[]}
2020-01-23 12:35:04.626900 {"type":"join","timestamp":1579782904.6268775,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TryptophanDiscor","nickname":"TryptophanDiscor","username":"disco7155","name":"@_discord_105033507180417024:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jmiaszuufluupiar"},"content":null,"modes":[]}
2020-01-23 12:35:04.639200 {"type":"join","timestamp":1579782904.6392007,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sekiDiscord[m]","nickname":"sekiDiscord[m]","username":"discord607","name":"@_discord_366224644455268362:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-etcxvwammavleimx"},"content":null,"modes":[]}
2020-01-23 12:35:04.640500 {"type":"join","timestamp":1579782904.6404548,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"BossMANDiscord[m","nickname":"BossMANDiscord[m","username":"disco7050","name":"@_discord_249750445864648704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jsiqjlsestgilowh"},"content":null,"modes":[]}
2020-01-23 12:35:04.649400 {"type":"join","timestamp":1579782904.649414,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JoejoeDiscord[m]","nickname":"JoejoeDiscord[m]","username":"disco8318","name":"@_discord_636327913834283008:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kfyrpgflhdtbbnla"},"content":null,"modes":[]}
2020-01-23 12:35:04.831300 {"type":"join","timestamp":1579782904.831268,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"macerbi[m]","nickname":"macerbi[m]","username":"disco6338","name":"@_discord_518392799926812672:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzxkwfozpzgzhupk"},"content":null,"modes":[]}
2020-01-23 12:35:04.840600 {"type":"join","timestamp":1579782904.8406143,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"emakDiscord[m]","nickname":"emakDiscord[m]","username":"disco9270","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uaemchdrdguyzsde"},"content":null,"modes":[]}
2020-01-23 12:35:04.839400 {"type":"join","timestamp":1579782904.8394399,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"@_discord_602622661125996545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tduwdojhzaeperyb"},"content":null,"modes":[]}
2020-01-23 12:35:05.036200 {"type":"join","timestamp":1579782905.0362487,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"placer14Discord[","nickname":"placer14Discord[","username":"disco7210","name":"@_discord_509017984514129921:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nikodesqhmptvfum"},"content":null,"modes":[]}
2020-01-23 12:35:05.052100 {"type":"join","timestamp":1579782905.0520723,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koalalorenzoDisc","nickname":"koalalorenzoDisc","username":"disco7162","name":"@_discord_245124797044883456:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wfmutnafmjcaszml"},"content":null,"modes":[]}
2020-01-23 12:35:05.043100 {"type":"join","timestamp":1579782905.043124,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"alphapapaactualD","nickname":"alphapapaactualD","username":"disco7082","name":"@_discord_417976167216185345:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dmigfxrtuplxcmab"},"content":null,"modes":[]}
2020-01-23 12:35:05.049200 {"type":"join","timestamp":1579782905.0491881,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"istoOiDiscord[m]","nickname":"istoOiDiscord[m]","username":"disco9085","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yumzqrghpqfgvazo"},"content":null,"modes":[]}
2020-01-23 12:35:05.235100 {"type":"join","timestamp":1579782905.2351367,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"eshohetDiscord[m","nickname":"eshohetDiscord[m","username":"disco7045","name":"@_discord_548688908716605459:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-haagiqhxqnyzkpjy"},"content":null,"modes":[]}
2020-01-23 12:35:05.239600 {"type":"join","timestamp":1579782905.239621,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"maparentDiscord[","nickname":"maparentDiscord[","username":"disco7253","name":"@_discord_542389000909094912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hzukhoblqyovoipg"},"content":null,"modes":[]}
2020-01-23 12:35:05.246000 {"type":"join","timestamp":1579782905.245974,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"swedneck[GMT1]Di","nickname":"swedneck[GMT1]Di","username":"disco6750","name":"@_discord_93451395352498176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-akcekffyvymxakcp"},"content":null,"modes":[]}
2020-01-23 12:35:05.446200 {"type":"join","timestamp":1579782905.4462457,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CharlieRaptoreum","nickname":"CharlieRaptoreum","username":"disco8232","name":"@_discord_375268465097048064:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iasjpxjnwsovtzgo"},"content":null,"modes":[]}
2020-01-23 12:35:05.451000 {"type":"join","timestamp":1579782905.4510064,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hacdiasDiscord[m","nickname":"hacdiasDiscord[m","username":"disco8359","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-izxlqgnyagjjcvya"},"content":null,"modes":[]}
2020-01-23 12:35:05.451900 {"type":"join","timestamp":1579782905.4518628,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"carstenmunkDisco","nickname":"carstenmunkDisco","username":"disco8239","name":"@_discord_489043089579835404:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-idwplqtejwbdhpfr"},"content":null,"modes":[]}
2020-01-23 12:35:05.653200 {"type":"join","timestamp":1579782905.6532214,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FeNiXDiscord[m]","nickname":"FeNiXDiscord[m]","username":"disco8714","name":"@_discord_178926751580291072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wxhxwgusqkaxgzag"},"content":null,"modes":[]}
2020-01-23 12:35:05.664200 {"type":"join","timestamp":1579782905.6641796,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RomaricDiscord[m","nickname":"RomaricDiscord[m","username":"disco7174","name":"@_discord_593337102884667412:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-permimmswahqftpa"},"content":null,"modes":[]}
2020-01-23 12:35:05.666400 {"type":"join","timestamp":1579782905.6663697,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CryptoEmpressDis","nickname":"CryptoEmpressDis","username":"disco7218","name":"@_discord_530977054158487553:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cjotdbqkncyupbaw"},"content":null,"modes":[]}
2020-01-23 12:35:05.674300 {"type":"join","timestamp":1579782905.674343,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"brewskiDiscord[m","nickname":"brewskiDiscord[m","username":"disco7018","name":"@_discord_153040009740419073:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wrvstqkfjsfrsatv"},"content":null,"modes":[]}
2020-01-23 12:35:05.651400 {"type":"join","timestamp":1579782905.6514478,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"VictorGDiscord[m","nickname":"VictorGDiscord[m","username":"disco7649","name":"@_discord_534536941136379932:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-djvojscpcdmngmgp"},"content":null,"modes":[]}
2020-01-23 12:35:05.856500 {"type":"join","timestamp":1579782905.856473,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KarlDiscord[m]","nickname":"KarlDiscord[m]","username":"disco7153","name":"@_discord_588178666803036213:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pyggfompncgtirth"},"content":null,"modes":[]}
2020-01-23 12:35:05.857400 {"type":"join","timestamp":1579782905.857374,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"phynite8462[m]","nickname":"phynite8462[m]","username":"disco6309","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ucyxtaqclssnabgt"},"content":null,"modes":[]}
2020-01-23 12:35:06.066500 {"type":"join","timestamp":1579782906.0664926,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"andrewxhillDisco","nickname":"andrewxhillDisco","username":"disco7053","name":"@_discord_436877734866845716:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-najzxdgsudcpekan"},"content":null,"modes":[]}
2020-01-23 12:35:06.065000 {"type":"join","timestamp":1579782906.0649662,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vinDiscord[m]","nickname":"vinDiscord[m]","username":"disco8151","name":"@_discord_629941863369146369:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vfuwmmnviqlvyivi"},"content":null,"modes":[]}
